Aditya Goswami	RT   Endorsement	GeoLocation{latitude=0. longitude=0}	RT @desimojito: Looking at the way Indian Army is controlling Pakistan s population. Imran Khan might join lSlS soon	no title exists
Serco Environmental Services	Serco Environmental Services delivers sustainable improvements in recycling performance and landfill diversion for our Local Authority clients.	GeoLocation{latitude=0. longitude=0}	Sharing some of our #ThursdayThoughts to about how some  #simple swaps could help you to #reducewaste in your bin and save space at home:1   Door step mil deliveries2   Eco refills3   Shampoo and conditioner bars  Please share your #toptips below   @recycle_now @WRAP_UK https://t.co/qOwCSi7mO9	no title exists
Richard Stroker	Family man with an almighty will.	GeoLocation{latitude=0. longitude=0}	RT @wrathofgnon: Reconstruction of the Colonia Ulpia Traiana as it would have looked ca. 150 A.D.. population 10 000. At 0.67km  it had a 3 	no title exists
swirl	1312	GeoLocation{latitude=0. longitude=0}	@MANIPULATEDPUP a crazy ass bitch at its finest.	no title exists
Alan McDonald	 There s not a team like the Glasgow Rangers no not one and there never shall be one 	GeoLocation{latitude=0. longitude=0}	@WATP_com @AATG57 Was there on my own cause dad wasnt well went straight to his house on the way home and a large embrace ensued at the front door       	no title exists
got7forever7   #HappyToHaveGOT7   	@GOT7OFFICIAL :SWEAR NOT BY THE MOON  	GeoLocation{latitude=0. longitude=0}	RT @GOT7INC: Ahgase!GUESS THE MV.(Send a reply before looking at the thread) ;)Let's raise our BB Social 50!Guess which MV this is fr 	no title exists
Talia  	  	GeoLocation{latitude=0. longitude=0}	RT @francescaaaford: at this point i m just buying random shit so i have a reason to wake up the next day :)	no title exists
K A-CHIspar	idgaf stan loona	GeoLocation{latitude=0. longitude=0}	LOONA FLOWER CONCEPT SATELLITE I BAME KKEUTE URIN PIEONA WE BLOOM AT THE END OF THIS NIGHT SATELLITE 2.0 AHHHH	no title exists
Daud Mazhar	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @MoIB_Official: Anti-India & pro-freedom slogans at the funeral of Riaz Naikoo are a clear message to India and the world#RiazNaikoo_Ou 	no title exists
US Consumer News	News for Consumers in a Changing World	GeoLocation{latitude=0. longitude=0}	Tactile Systems Technology $TCMD Earns Hold Rating from Analysts at Oppenheimer https://t.co/yxnx5CG4SI	no title exists
ChinaFruit	IN GOD I TRUST ONLY!!!!!	GeoLocation{latitude=0. longitude=0}	@tito_mboweni @Unathi_Kwaza We were all afraid of war in da early 90s. Looking back 2day we should've gone 2 war. My government is at war with its citizens. We're  collateral damage!  In front of our  eyes Economic Genocide being committed. We're not allowed 2 complain u hve  your swords out in da str  4 us	no title exists
Iman	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @kavita_krishnan: Look at the young girls #WithSafooraAgainstSlander !They have love for Safoora. contempt for Kapil Mishra and the BJP 	no title exists
@urstruleyprince	Die hard fan of mb	GeoLocation{latitude=0. longitude=0}	RT @APPOLICE100: Reports of a second leak at #LGPolymers premises are false. Maintenance team was repairing the system and some vapour was 	no title exists
Simanta Kalita	Love War machine. Strategic Affairs. Reading. Social Sciences. Military Enthusiast. Assamese Heart=Indian Soul. Proud Indian. Jay Hind.	GeoLocation{latitude=0. longitude=0}	This the the Propaganda of Pakistani Puppets living inside our Country. One shot of RL 88mm would be enough as one capt. From IA suggest. Much need this. @HMOIndia @PMOIndia @DefenceMinIndia @Whiteknight_IA @NorthernComd_IA @ChinarcorpsIA @adgpi	no title exists
amber     52?	24 | 2015.12.02~ |     2 ~ | MX IS 7 | @imcksounds | @chang_kyuns | @changkalaka | @monxfancafe | fan account | she/her | pls no rt deals	GeoLocation{latitude=0. longitude=0}	RT @kyunnessy: Submission 1 from me was:ONLY WON /    akaONLY WON(HO) /    ( )Meaning:ONLY WON means only Wonho. We are fans that w 	no title exists
Arnoldi	#SilentWaveKe	GeoLocation{latitude=0. longitude=0}	RT @Nobsdaslushhkid: The Igbo apprenticeship was designed for the rich to take out families from poverty.Igba boy is like Iku Nwa. both de 	no title exists
saurabh	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @Stockproteam: WE TRADED TODAY IN MAHINDRA AND MAHINDRA IN STOCKPRO PREMIUM LOOK AT BEAUTIFUL MOVE #StockMarket #Sensex #Nifty #M_M # 	no title exists
Kim tanya	Twice  red velvet  loona  blackpink 	GeoLocation{latitude=0. longitude=0}	RT @misayeon: Chaeyoung was slowly stacking at first but didn't realize she only had 15 secs for the challenge. so she asked for a redo.. 	no title exists
Shehnaaz Gill Fan	Following shehnaaz gill everywhere	GeoLocation{latitude=0. longitude=0}	RT @SanaKahanHai: Trending worldwide at 16 Its gonna be super hit for sure #KehGayiSorry @ishehnaaz_gill @jassiegill https://t.co/qY9 	no title exists
Ifudontlikesexworkersfucku	#assaultyourlocalrapist	GeoLocation{latitude=0. longitude=0}	RT @TemptationMari: THEY JUST KILLED BRO FOR NO REASON THEY TAMPERED WITH EVIDENCE AND DELETED HIS LIVE VIDEO THE POLICE OFFICER THAT SHOT 	no title exists
Banji	cool headed guy	GeoLocation{latitude=0. longitude=0}	RT @kunlepopoola01: The rate at which our celebrities smoke weed publicly and on social media must be addressed before our teenagers seeing 	no title exists
2NE1PH	2NE1PH is a Philippine-based Fan Club for 2NE1 founded on March 27. 2009. This is our ONLY official Twitter account.	GeoLocation{latitude=0. longitude=0}	RT @GlobalMinzy: 200507 Minzy with YG Advertising team's director! He said they haven't seen each other for like 6-7 years but they met bac 	no title exists
SapphoSmart    	Lesbian-Writer-#ALLinforWarren--I do NOT represent her campaign. I say what I want when I want. Formerly @lesbianintell  #anti-racist #fibromyalgia	GeoLocation{latitude=0. longitude=0}	@danny_kolb Yeah-- I buy tem for $2 at a Vietnamese store in Seattle	no title exists
Jean-Pascal Vandestoc	Far from home	GeoLocation{latitude=0. longitude=0}	RT @NVIDIAGameDev: Be sure to enter the DXR Spotlight contest for a chance to win a GeForce RTX 2070 SUPER from our friends at @ASUS_ROG. # 	no title exists
#KTH1ISCOMING #SweetNight #IPurpleYou        	I   @iamsrk  I   @BTS_twt    I   #JiChangWook 	GeoLocation{latitude=0. longitude=0}	RT @sugasinterlude: yoongi at 2pm:                 yoongi at 6pm:painting and                       chart bullyingvibing https://t.co/nLU 	no title exists
Kendalynn 	20 years young. much to learn. improving everyday	GeoLocation{latitude=0. longitude=0}	RT @alexivenegas_: Look at that range from Christopher Lloyd https://t.co/QU1ZwEXBaC	no title exists
Pete Burns  Confiscated Coat	I m stating facts I m not being vicious. freelance writer & future legend	GeoLocation{latitude=0. longitude=0}	Robert Eggers   The Lighthouse . I try and go the cinema at least once a week and honestly I feel like I ve got withdrawal symptoms. What a memorable film to end on though! https://t.co/pYE0mKYotI	no title exists
:)	tang mat karo.	GeoLocation{latitude=0. longitude=0}	You know when u laugh like crazy for no reason at all? Yeah.....	no title exists
Sandrha          	               @feelixspecial_ My youniverse   @BTS_twt  !	GeoLocation{latitude=0. longitude=0}	@LilMinxxy97 Stay hydrated. at least the fan helps:(	no title exists
Classic Country	Playing all the great classic country music you love! This IS your Daddy's country station. It's Country Pure And Simple 	GeoLocation{latitude=0. longitude=0}	Today in All Hit Country it's 1970 and Merle Haggard was at #1 on the Country music album chart with Okie from Muskogee. The album won the Academy of Country Music award for Album of the Year in 1969. Haggard also won Single of the Year for  Okie from Muskogee . https://t.co/jTcIFBFtAF	no title exists
Goddess Ruby	I will make you goon yourself into oblivion... your wallet. your bank. your mind... it s all MINE!  catfish	GeoLocation{latitude=0. longitude=0}	Submission never felt so sweet. Let today be the day...Make that first send...I ll be gentle... at first...Findom   findomme   paypig   humanATM   humiliation   wheelspin   rtgame https://t.co/KeUIbu3DjL	no title exists
Kishore C Iyer  	Don't tweet facts you'll be called a Sanghi or a Bhakt! views are personal! Brahmanical Patriarchy. HINDUTVA and Saffron Rock | CrossFit | Metal	GeoLocation{latitude=0. longitude=0}	@MatKashbakihai @WHO There is enough evidence which points at China. Who and Tedros.. if China doesn't ratify or doesnt accept it doesnt mean that the world will absolve or stop doing biz with them..I dunno what opinions you are talking about! - don't make general statements be specific!	no title exists
Murat Akkulak	I run the Surgical Trials Initiative. at the Royal College of Surgeons of England #RCStrials For the official RCSEng account. follow: @RCSNews	GeoLocation{latitude=0. longitude=0}	@PearseSam  Got to get creative. Sam! At least you don't do what my neighbours do and act like you're on the phone and turn away when the dog is about to do his business. Followed by an insincere questioning of the pup 'have you been? where is it. boy?'  	no title exists
Louissa Tchang	Singapore	GeoLocation{latitude=0. longitude=0}	We wish him happiness #dogsoftwitter #dogs @dodo Thankyou	no title exists
 MzRia  	 Definitely a young black girl  .    Join my growth community https://t.me/joinchat/MJ_U1xcmRfue2M7gE6qf7g 	GeoLocation{latitude=0. longitude=0}	RT @IamXaddie: KEEP UP WITH CHEMISTRYQ149. A gas at STP hasA. 273.15K and 760mmHg B. 273.15K and 750mmHgC. 273.15 C and 760mmHgD. 27 	no title exists
zuza	be brave. be humble.	GeoLocation{latitude=0. longitude=0}	RT @cuteyeripics: LOOK AT HER SHE S GLOWING https://t.co/zrWO8c7WSc	no title exists
Raspberry Pi2	<no bio>	GeoLocation{latitude=0. longitude=0}	Hot water tank temperatures at: 2020/05/07 09:35:04 top=21.5 side=19.5 middle=19.0 stat=17.5 bottom=17.75 board=18.312 loft=11.5 CPU=34.2	no title exists
      	              !             ?!         !	GeoLocation{latitude=0. longitude=0}	RT @TB_MAMAMOO: 4 years ago Mamamoo at a fanmeeting.@RBW_MAMAMOO #    #MAMAMOO https://t.co/voPQvoLMQc	no title exists
Shivmani Singh	BookReader. CUJian.social Textalyser. Management Handler. Educational Aspirant..	GeoLocation{latitude=0. longitude=0}	RT @shivu42: #VizagGasLeak This girl is lost her way during the Gas leak at LG polymers and she is safe kindly contact below num's: 9346308 	no title exists
Stirling Bridge Resources	Tenement Mapping & Research Services #STRIKE #Tengraph #Geovic #Goeview #MLAS	GeoLocation{latitude=0. longitude=0}	RT @andrew_neal7: MM's open it +40% & drive to +60% within 8 mins. then cos there's no stock panic folk by dropping the price where newbies 	no title exists
Gloriah	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @NAYAKenya: The #COVID19Pandemic should not be an excuse to exclude the voices of young people in the budget-making process. This is why 	no title exists
k	     .   #OUSTDUTERTENOW	GeoLocation{latitude=0. longitude=0}	see when you re everyone s favorite #      _    	no title exists
Kavan    	18 | Arsenal | Southend United | Anything football really | Sarcastic | MCU Films | F1 | Lots of other stuff | My life is a mess	GeoLocation{latitude=0. longitude=0}	Wenger to Xhaka during his first season at the club	no title exists
chellie 	 *:. . for #      and #            	GeoLocation{latitude=0. longitude=0}	RT @allseungyounder: TAEHYUNG PLS SHKAHDDHD	no title exists
mewgulf  own my heart | nsfr	Friday can't come fast enough | TharnType | Why R U | 2gether |   I swear I'm a soft stan  i have never been the same since Gulf called Mew daddy	GeoLocation{latitude=0. longitude=0}	RT @BRIGHT4WIN: win telling everyone bright has kissable lips and that makes him want to kiss him. and even made everyone to look at bright 	no title exists
Masterin  Da Universe  	I may dedicate you a verse  	GeoLocation{latitude=0. longitude=0}	    congrats.. but damn	no title exists
SAURABH AGGARWAL	Don't walk in front of me  I may not follow. Don't walk behind me  I may not lead. Walk beside me  just be my friend.   A Banker by Profession.	GeoLocation{latitude=0. longitude=0}	@garima96672080 Madam. Our HO has already issued guidelines regarding staggering of duties with presence of Min staffs at least 30% to 50% of staff strength keeping in view no essential services will get disrupt. It is all upto you to manage as Life is more important than service.@manish3065365	no title exists
Didi	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @fuckpiIIar: Me looking at my anime list that I prolly won t ever finish	no title exists
Ankita parihar	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @_myeyesareonyou: What if the song with Sana's part were shot at Sid's place. What if!#KehGayiSorry        I'll go mad.   https://t.co 	no title exists
WINKON_TH	INNERCIRCLE & iKONIC Thailand Fan club of YG's WINNER & iKON. Support for everything of the WINNER & iKON    #   #    #WINNER #iKON #MOBB	GeoLocation{latitude=0. longitude=0}	RT @syh_bae: There s a cooking youtuber that Yunhyeong enjoyed lately who is cooking seafood that s/he fishing/caught her/himself. Seems li 	no title exists
Kathy	   | 19 | California Dreaming  |	GeoLocation{latitude=0. longitude=0}	They really do be hitting different       	no title exists
Kyoong's day	Th  ng nh  m t anh 92    v  m t ch  b  ciu   02   No Bighit.	GeoLocation{latitude=0. longitude=0}	RT @hunniesday:  The cost of the airplane advertisement is around 200million won. At this rate. the whole world would know that it s Sehun  	no title exists
Mother Philosophucker	18+ // Gold & silk fetishist. Strip club floor tip champion // Pleasures of the body. torment of the mind.	GeoLocation{latitude=0. longitude=0}	Cannabis. passionflower and kava kava combined = brain goes Microsoft Windows shutdown noise bass-boosted at half-speed	no title exists
Zeebot	Bot account. Trying to get 100k tweets for no reason.@Zeehondie_	GeoLocation{latitude=0. longitude=0}	Tweet #18616 at 09:35:11	no title exists
Anika Legal	Working towards a world where everyone can access justice.Runners-up Global Legal Hackathon 2018 @worldhackathon	GeoLocation{latitude=0. longitude=0}	Thanks @jandersdean for taking the time to chat with us! We re feeling incredibly energised and focused after that discussion   	no title exists
tarin    - 	want u to be really really real for me ;  13 to forever  	GeoLocation{latitude=0. longitude=0}	RT @threat3x: some of y all are too ugIy to have mean personalities focus on one struggle at a time	no title exists
Tracy Swanson	  WWG1WGA   Research Analyst MA in Government and Political Sciences BA in Foreign and Domestic Affairs BA in Criminology/Sociology   	GeoLocation{latitude=0. longitude=0}	RT @QAnon_Report: Michelle [BM] Obama's  All this for a damn flag   comment at the Nation s 9/11 Ceremony. Hope you can believe in #Mich 	no title exists
Beno t Labaere	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @robertpi: I take my hat of to those working on these kinds of vintage projects! https://t.co/HYwqu3l2tF	no title exists
Sam from fla	I am a recovering dem  now an aspiring conservative it's time to take our country back	GeoLocation{latitude=0. longitude=0}	RT @gaye_gallops: THIS IS INSANITY!New York Allowed Workers With Known COVID-19 Diagnoses to Remain on the Job at Nursing Homes https://t 	no title exists
K.	   Family First BOS  ATL   LA Georgia State Alum Psalms 27:1 Instagram: kakrofi4	GeoLocation{latitude=0. longitude=0}	RT @eastrnrebellion: Took this at 5:43am. no filter https://t.co/tn0PVhNbWg	no title exists
Keith Hinde	Animal Welfare Advocate   Hockey Nut   Concerned Citizen   Digital Mercenary	GeoLocation{latitude=0. longitude=0}	Did the government shop for PPE at their local telescope shop? Ditto for test kits! Talk about a motivated buyer... @LBC @mrjamesob https://t.co/rrBCUaazKD	no title exists
gothmann(runndabandzup)	(TrapQuran)fo daLoww{lin ks fo all yo needs} Hac ks n hire yo personal hackerzAll yo internet fantasiezStop day dreamin n get yo doh up Methodz n toolz fo cheap	GeoLocation{latitude=0. longitude=0}	RT @kemet_dank: My Main Pick Up Line 5yrs Ago Really Used to Be  You're Very Beautiful. Do You Have An Instagram??.. .              Idk 	no title exists
Max	Cloud Engineer bij #SunwebGroup | Feyenoord | Azure & Office 365 | Craft Beer | Muziek |	GeoLocation{latitude=0. longitude=0}	RT @rickygervais: Because so many of you watched #AfterLife2 so quickly and made it Number 1 again. the nice people at @Netflix have sugges 	no title exists
James Lusher	Usually rambling about tech. games. politics and music. Comms guy @virginmedia. Formerly @TefOnIssues . Drummer. All views my own. Cannot confirm or deny.	GeoLocation{latitude=0. longitude=0}	An amazing combination and one that s great for the UK and one I m personally very excited about. There s awesome people at both companies who will eventually make an incredible team. 	no title exists
Murtaza Micky Yusuf	Poet /Writer/Amazon Author/Women's rights Activist/Author~Award winning book~Boko Is A Bloody HARAM/CNNiReporter. First Nigerian to Land on the Moon! (Virtual).	GeoLocation{latitude=0. longitude=0}	RT @Obal_For_MP2021:  ...In a... publication assessing 25 years of the NRM. attention was drawn to the idea that.. women have walked out of 	no title exists
  i hate this bird app   8  ( 4  	bi. i love soccer and dogs. and t p. WE ARE. ynwa. stay alive! from doubters to believers. six times. 13 nov 2016. DON T BUY THE S*N. he/him. mikey!	GeoLocation{latitude=0. longitude=0}	RT @bellbri25: @KaitMarieox awh! so you can t go and harass people at pride? diddly darn	no title exists
James Earl	Football & Education Academies Manager @FA | Former Director of Sport @OneBishopBurton | A well bruised @SunderlandAFC ST holder | Views My Own.	GeoLocation{latitude=0. longitude=0}	A great help to clubs at this time and would urge every eligible club to look at this and apply   well done to colleagues who have got this together so quickly	no title exists
Jia   nsfr	 LET POSITIVITY KEEP YOU GOING     prev: @jiakimtuan	GeoLocation{latitude=0. longitude=0}	RT @JustForJinyoung: If you haven't seen the video for this one yet. watch it here before the behind video premiere airs:https://t.co/uge 	no title exists
ramirez	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @LewdSoraka:  Link sure knows how to handle several cocks... He may be even better than you at bed~ Boys are the best girls. after all h 	no title exists
King Shel  	I'm tryna get flewed out.	GeoLocation{latitude=0. longitude=0}	@MookzUk Wonderful. I'm done at half 5. I'll hit you up after when I'm walking  	no title exists
Thea28	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @ggdnews: [VIDEO]Sejeong will be on MBC's Show  Those Who Cross The Line.  This will be on May 10th and May 17th at 9:05 KST. #guguda 	no title exists
vem	   	GeoLocation{latitude=0. longitude=0}	RT @newsplatter: If he ever gets bullied over his name at school. he just replies. And who's your daddy?  https://t.co/0tQ9Tlt4f9	no title exists
.	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @dsureshkumar: Tipplers lined up near a TASMAC liquor shop at Kadambathur in Tiruvallur district on Thursday. Video : B.Jothi Ramalingam 	no title exists
               	5 minuten vor der zeit ist des deutschen p nktlichkeit	GeoLocation{latitude=0. longitude=0}	@cherryinmyblood mine doesn t give a fuck but at least he teached me proper english the way all our other english teachers couldn t   first sentence he said to us after an exam  wow we have a lot of work to do 	no title exists
rohan	                           .         ...                                            ...	GeoLocation{latitude=0. longitude=0}	RT @ahmermkhan: A Kashmiri woman breaks down at the sight of residential houses reduced to rubble by the government forces during a gunfigh 	no title exists
Socrates1951	People will not care how much you know until they know how much you care.	GeoLocation{latitude=0. longitude=0}	RT @BrandonStraka: Despite the usual misreporting. the Michigan re-open rally drew patriots of all backgrounds and types to come out and fi 	no title exists
   	better days    	GeoLocation{latitude=0. longitude=0}	RT @basiclez: fresno ik we stupid but pls don t be THIS stupid	no title exists
Dunkirk Primary	Diversity. Pride and Success.	GeoLocation{latitude=0. longitude=0}	#YouAreNotAlone. If you are at risk or experiencing#DomesticAbuse you can still seek refuge and support isstill available to you. The National Domestic Abuse Helplineis free to call 24/7 on 0808 2000 247.Find out more: https://t.co/pgsd6YXEwo https://t.co/Y02s4O6Kxg	no title exists
Barley Fields Primary School	We are Barley Fields Primary School. We are @UNICEF_UK 'Rights Respecting' and we are a Mindset school.  Together we make a family .	GeoLocation{latitude=0. longitude=0}	RT @2Neave: An incredible effort with this weeks rights chilli challenge Year 2. Look at all the different objects you have come up with to 	no title exists
Akash FC	Public speaker....At least trying my best to be one 	GeoLocation{latitude=0. longitude=0}	RT @xpressandhra: Officials say worst phase is over at  Venkatapuram and NDRF and Navy personnel are evacuating people from five affected v 	no title exists
lilith and eve 	they are gfs	GeoLocation{latitude=0. longitude=0}	RT @DarkSisterHive: Most men are not nasty or kinky or  freaks  like they say they are. They just have a lot of intercourse w different par 	no title exists
mariana  	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @disdatasian: me looking at my bf after he cums on me #debbyryan https://t.co/R2saQObrrJ	no title exists
Mandy  	  Awake   A ive   B essed  	GeoLocation{latitude=0. longitude=0}	RT @agustxddaeng: NOOO LOOK AT YOONGI SMILING AND CLAPPING BEHIND HER THIS IS SO PRECIOUS https://t.co/05VEwSw5AR	no title exists
Krisha Yadav	I was planning to be the first black president	GeoLocation{latitude=0. longitude=0}	RT @RedmiIndia:    #RedmiNote9Pro sale TODAY at 1  2   noon!  Snapdragon 720G   Aura Balance Design  #48MP Quad Camera   #NavIC built- 	no title exists
Rudolph Burger	Desiderata. Is it the end of the world? If not. carry on.	GeoLocation{latitude=0. longitude=0}	RT @Richard_Spoor: Detainees at the Lindela repatriation centre proved that they have not lost their foreign cunning. The devils waited for 	no title exists
     	him/he | manu. prod | art acct: @marahueyo |    | i follow back tho | anime + music boi | 1/5 of Sandali	GeoLocation{latitude=0. longitude=0}	RT @beamaye_: no one's ready for sy 2020-2021. online classes? simpleng upuan at mga libro di niyo nga kayang ibigay sa public schools. how 	no title exists
Neeraj Narang	<no bio>	GeoLocation{latitude=0. longitude=0}	RT @ShehnaazUpdates: Wow... It's Trending WORLDWIDE At No.21 Amazing ...>>> #KehGayiSorry <<< https://t.co/7myN2tALXl	no title exists
Rose Sinclair	Lecturer. Textiles practitioner. Author. PhD researcher of Caribbean textiles. textiles & crafts in communities. trad crafts + new tech . #dorcastextiles	GeoLocation{latitude=0. longitude=0}	RT @davidgauntlett: This is in 40 minutes if you wanna join us! It s always really good   you get to meet a great bunch of creators:	no title exists
Raj Basabathini	Dude named Dath who's into wrestling. metal. baseball. comics and enjoys a good mystery!	GeoLocation{latitude=0. longitude=0}	RT @patkiernan: I gave myself a tiny bang and sideburn trim tonight - in preparation for @RogerClark41 turning his scissors over to his wif 	no title exists
Mikey	Hibernian FC and Indie Music. If happiness wont come to me hand me the nitrous gas.	GeoLocation{latitude=0. longitude=0}	US and UK with the highest death numbers both have puppets at the helm. Big business and party donors are pulling the strings of these two fuckwits.	no title exists
her Lori Harvey	Mining Engineering undergraduate | Liverpool FC | Awkward | Funny | Zulu |  	GeoLocation{latitude=0. longitude=0}	RT @FutbolBible: Wayne Rooney:  You look at our team 10 years ago and arguably we had the best group of players in world football. Rio. Ter 	no title exists
deadlinenews	Scotland's leading multi-media news. features. photo & video agency. + 44 (0) 131 516 3433	GeoLocation{latitude=0. longitude=0}	 At a time of climate emergency. we are committing to undertake direct climate action   including restoration of globally precious peatlands and ancient woodlands. alongside the creation of new native woodlands. https://t.co/d6D4XAqzBS	no title exists
